aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
 0.04 ,3.29,0,2.73,0.01,0.09,0.06,1.18,1.41,0.63,0.63,0.128,8.99,1.43,0.01,5.71,0.64,0.02,0.04,0.06,0
 0.05 ,24.34,0.07,0.27,0.04,0.06,0.01,1.27,1.25,0.75,0.75,0.076,7.49,1.32,0.008,4.92,0.83,0.01,0.02,0.08,0
 0.07 ,14.41,0.02,0.31,0.04,0.37,0.09,0,0.38,0.04,0.007,0.166,0.34,1.35,0.01,0.61,1.01,0.09,0.07,0.01,0
 0.03 ,2.52,0.09,0.86,0.02,0.55,0.01,0.1,0.46,0.22,0.001,0.165,5.52,1.89,0.002,12.78,0.45,0.05,0.05,0.06,0
 0.01 ,14.05,0.06,0.94,0.03,0.07,0.09,1.23,1.01,0.6,0.6,0.04,11.89,1.73,0.007,9.75,3.62,0.02,0.04,0.01,0
 0.04 ,10.12,0.07,1.43,0.02,0.23,0.05,0.82,0.57,0.82,0.82,0.023,2.96,1.55,0.007,0.19,0.86,0.03,0.02,0.06,0
 0.10 ,15.37,0.09,1.41,0,0.02,0.01,0.67,0.08,0.61,0.61,0.123,3.28,1.72,0,0.5,0.09,0.03,0.04,0.01,0
 0.07 ,20.32,0.03,1.3,0.07,0.01,0.08,1.56,0.63,0.45,0.006,0.142,6.29,1.62,0.007,4.82,0.58,0.06,0.09,0.01,0
 0.03 ,3.36,0.08,1.58,0.07,0.07,0.06,1.15,1.03,0.4,0.001,0.145,5.04,1.14,0.002,1.86,0.13,0.05,0.08,0.03,0
 0.08 ,9.87,0.04,0.55,0.04,0.01,0.07,1.76,0.65,0.92,0.92,0.105,2.84,1.11,0.008,8.26,0.4,0.09,0.06,0.07,0
 0.07 ,22.23,0.06,0.55,0.02,0.24,0.08,1.76,0.69,0.22,0.002,0.054,10.51,1.19,0.007,0.17,4.4,0.09,0.09,0.04,0
 0.09 ,10.98,0.06,0.22,0,0.36,0.02,1.69,0.39,0.05,0.004,0.125,2.31,1.22,0.003,0.56,0.14,0.05,0.07,0.02,0
 0.09 ,24.14,0.05,2.2,0.02,0.18,0.05,0.13,0.84,0.65,0.65,0.168,18.82,1,0,12.14,0.16,0.05,0.04,0,0
 0.03 ,14.09,0.01,0.96,0.06,0.17,0.04,0.63,0.7,0.08,0.001,0.144,8.95,1.2,0.005,7.23,4.47,0.06,0.06,0.02,0
 0.08 ,24.62,0,0.21,0.02,0.42,0.01,1.56,1.02,0.04,0.001,0.075,1.79,1.77,0,7.12,0.61,0.03,0.02,0.06,0
 0.08 ,28.68,0.06,0.04,0.08,0.09,0.02,1.8,0.55,0.26,0.006,0.097,14.75,1.63,0.004,0.49,0.65,0.08,0.04,0.07,0
 0.01 ,0.29,0.07,0.89,0.03,0.05,0,0.24,0.05,0.35,0.002,0.102,15.03,1.57,0.007,4.8,2.35,0.03,0.06,0.03,0
 0.05 ,10.72,0,1.87,0.07,0.12,0.05,1.21,0.75,0.38,0.007,0.008,14.25,1.23,0.004,3.1,0.64,0.02,0.05,0.09,0
 0.06 ,28.3,0.09,0.79,0.09,0.42,0.09,1.33,1.29,0.43,0.006,0.108,9.01,1.84,0.004,2.24,1.76,0.07,0.07,0.01,0
 0.07 ,17.69,0.1,0.23,0.05,0.02,0.03,0.93,0.94,0.92,0.92,0.011,0.42,1.77,0.004,2.39,0.15,0,0.04,0.07,0
 0.04 ,22.84,0.02,0.8,0.01,0.12,0.02,1.19,0.52,0.49,0.003,0.057,13.75,1.41,0.005,6.45,0.44,0.07,0.03,0.08,0
 0.09 ,11.63,0.1,0,0.06,0.2,0.06,1.63,0.27,0.62,0.62,0.166,0.02,1.03,0.003,2.54,0.15,0,0.09,0.05,0
 0.08 ,21.93,0.09,0.35,0.05,0.01,0.06,0.1,1.07,0.22,0.004,0.089,16.23,1.73,0.01,10.67,1.25,0.07,0.05,0,0
 0.06 ,9.59,0.1,2.41,0.02,0.13,0.04,1.15,1.49,0.11,0.001,0.087,15.79,1.91,0.006,3.86,1.64,0.1,0.1,0.07,0
 0.06 ,11.6,0.02,0.07,0.05,0.02,0.04,1.17,0.82,0.62,0.62,0.177,14.8,1.03,0.001,0.03,5.88,0.07,0.03,0.07,0
 0.04 ,6.59,0.05,0.88,0.03,0.18,0.05,0.55,1.14,0.26,0.006,0.18,15.86,1.83,0.01,6.3,0.35,0.08,0.06,0.01,0
 0.06 ,9.64,0.09,2.36,0.07,0.05,0.01,1.53,1.17,0.43,0.007,0.091,14.04,1,0.009,11.97,0.07,0.03,0.04,0.04,0
 0.05 ,0.11,0.1,0.44,0.05,0.07,0.01,1.4,0.44,0.07,0.007,0.15,10.3,1.17,0.005,14.05,2.11,0.02,0.04,0.08,0
 0.02 ,2.65,0.06,0.89,0.04,0.39,0.04,0.96,0.02,0.63,0.63,0.042,11.36,1.96,0.009,4.06,5.56,0.09,0.07,0.04,0
 0.03 ,22.88,0.01,0.16,0.01,0.11,0,1.82,0.02,0.22,0.008,0.017,13.82,1.73,0.001,0.56,0.35,0,0.1,0.06,0
 0.09 ,28.93,0.04,0.84,0.09,0.23,0.04,0.84,0.62,0.8,0.8,0.093,10.81,1.5,0.004,2.08,0.03,0.03,0.04,0.02,0
 0.07 ,6.36,0.04,0.43,0.09,0.1,0.02,1.78,0.33,0.22,0,0.061,1.87,1.37,0.01,3.33,3.87,0.01,0.05,0.02,0
 0.08 ,21.95,0.04,0.5,0.02,0.2,0.06,1.54,0.47,0.67,0.67,0.042,0.61,1.29,0.008,7.65,0.4,0.1,0.08,0.08,0
 0.10 ,11.15,0.03,2.1,0.04,0.14,0.04,1.35,1.33,0.21,0.007,0.151,9.42,1.95,0.009,0.52,1.27,0.08,0.02,0.01,0
 0.06 ,7.86,0.04,0.6,0.07,0.08,0.02,1.22,0.78,0.46,0.007,0.082,17.53,1.51,0.006,11.15,4.09,0.04,0.01,0.01,0
 0.08 ,13.29,0.05,0.4,0.07,0.1,0.1,1.67,0.62,0.02,0.004,0.09,13.71,1.89,0.008,2.5,0.07,0.07,0.03,0.06,0
 0.04 ,16.36,0.05,0.14,0.07,0.09,0.07,1.64,1.43,0.16,0.009,0.075,13.81,1.03,0.002,0.16,0.96,0,0.06,0.02,0
 0.03 ,23.58,0.04,0.57,0.09,0.05,0.06,1.56,0.21,0.73,0.73,0.111,4.39,1.83,0.001,6.21,3.81,0.09,0.1,0.04,0
 0.00 ,14.75,0.09,0.34,0.1,0.17,0.01,0.69,1.06,0.89,0.89,0.061,1.6,1.27,0,3.76,4.03,0.01,0.01,0.06,0
 0.03 ,28.13,0.04,0.68,0.07,0.03,0,1.12,0.53,0.14,0.008,0.159,14.47,1.91,0.006,4.33,0.27,0.02,0.06,0.03,0
 0.00 ,3.98,0.04,0.5,0.09,0.16,0.09,1.69,0.11,0.47,0.008,0.058,8.1,1.77,0.001,4.36,0.39,0,0.03,0.09,0
 0.08 ,29.36,0.04,0.31,0.08,0.09,0.04,1.05,0.81,0.25,0.005,0.066,4.62,1.42,0,0.04,0.19,0.07,0.01,0.02,0
 0.07 ,0.33,0.02,1.57,0,0.03,0,0.31,1.3,0.37,0.001,0.154,15.46,1.58,0.007,5.8,2.09,0.09,0.06,0.04,0
 0.05 ,23.58,0.05,0.11,0.05,0.06,0.08,1.14,1.16,0.85,0.85,0.114,0.74,1.43,0.005,2.63,3.75,0.05,0.07,0.06,0
 0.01 ,26.78,0,0.03,0.05,0.02,0.05,1.62,0.96,0.45,0,0.138,5.66,1.93,0,2.4,0.04,0.01,0.09,0.06,0
 0.06 ,17.47,0.08,0.16,0.08,0.67,0.09,1.85,0.44,0.18,0,0.047,13.88,1.38,0.002,0.2,0.37,0.05,0.08,0,0
 0.05 ,28.12,0.07,2.39,0.02,0.35,0.03,0.2,0.58,0.8,0.8,0.112,11.7,1.58,0.007,0.26,0.13,0.07,0.09,0.09,0
 0.02 ,15.11,0.01,0.41,0.03,0.08,0,0.31,0.74,0.13,0.001,0.016,14.29,1.31,0.005,5.48,0.57,0.03,0.05,0.05,0
 0.04 ,9.03,0.05,0.01,0.09,0.24,0.08,1.37,0.71,0.99,0.99,0.112,11.47,1.33,0.001,2.13,0.75,0,0.02,0.06,0
 0.10 ,25.26,0.05,0.86,0.06,0.29,0.03,0.66,0.49,0.22,0.006,0.151,14.25,1.37,0.003,1.55,0.81,0.06,0.06,0.05,0
 0.01 ,14.68,0.07,0.29,0.06,0.14,0.02,1.47,0.15,0.37,0.002,0.085,18.95,1.92,0.001,1.02,0.16,0.05,0.08,0.07,0
 0.02 ,28.33,0,2.93,0.07,0.09,0.02,1.47,1.37,0.31,0.002,0.197,13.53,1.09,0.005,1.23,0.48,0.09,0.06,0.03,0
 0.04 ,26.57,0.03,2.47,0.07,0.01,0.01,1.97,1.48,0.34,0.009,0.031,9.52,1.43,0.001,0.19,0.87,0.09,0.03,0.08,0
 0.05 ,25.3,0.07,0.78,0.09,0.17,0.09,0.71,0.91,0.66,0.66,0.182,15.37,1.9,0.006,0.59,1.56,0.08,0.07,0.05,0
 0.09 ,7.45,0.02,0.25,0.02,0.28,0,1.18,0.03,0.28,0,0.069,0.46,1.65,0.004,5.28,0.72,0.05,0.01,0.04,0
 0.08 ,21.31,0.07,1.7,0.02,0.22,0.06,1.49,0.65,0.63,0.63,0.16,13.24,1.21,0.003,6.6,0.19,0.02,0.09,0.01,0
 0.03 ,8.13,0.04,1.11,0.08,0.02,0.05,0.17,0.05,0.2,0,0.054,16.88,1.38,0.007,1.07,4.68,0.08,0.06,0.02,0
 0.02 ,20.66,0.08,1.72,0.06,0.48,0.02,0.66,0.9,0.65,0.65,0.1,2.59,2.39,0.003,8.2,0.42,0.08,0.06,0.05,0
 0.10 ,13.23,0.01,0.25,0.08,0.05,0.03,0.02,0.99,0.05,0.003,0.078,15.13,1.27,0.006,0.04,1.3,0.07,0.07,0.01,0
 0.01 ,10.39,0.04,0.27,0.1,0.59,0.02,1.66,1.08,0.71,0.71,0.016,1.75,1.43,0.004,1.64,0.19,0.02,0.04,0.05,0
 0.00 ,23.32,0.06,0.89,0.08,0.01,0.04,0.57,0.61,0.13,0.001,0.117,6.89,1.3,0.003,5.81,0.38,0.02,0.09,0.02,0
 0.04 ,13.46,0,1.89,0.06,0.08,0.02,1.38,0.11,0.67,0.67,0.135,10.32,2.06,0.006,2.87,1.44,0.08,0.01,0.02,0
 0.05 ,4.97,0.09,0.45,0.03,0.07,0.03,1.88,0.33,0.13,0.007,0.021,18.78,1.8,0.007,8.09,1.32,0.1,0.03,0.08,0
 0.07 ,18.96,0.1,0.87,0.04,0.3,0.09,1.86,0.86,0.16,0.005,0.197,14.35,2.18,0.001,4.92,2.4,0.08,0.01,0.07,0
 0.05 ,23.78,0.1,0.9,0.08,0,0.06,1.45,0.98,0.35,0.002,0.167,15.55,2.3,0.004,0.3,0.7,0.08,0.05,0.08,0
 0.01 ,16.36,0.03,0.64,0.06,0.1,0.02,0.82,1.24,0.83,0.83,0.109,4.87,1.53,0.01,0.97,0.55,0.03,0.04,0.01,0
 0.06 ,3.08,0.05,0.43,0.05,0.36,0.06,0.6,1.29,0.04,0.008,0.145,9.16,1.42,0.006,1.5,4.76,0.05,0.05,0.06,0
 0.01 ,21.37,0.04,0.22,0.09,0.01,0.07,0.17,0.58,0.52,0.52,0.011,19.09,1.67,0.009,4.97,0.83,0.08,0.03,0.08,0
 0.01 ,18.21,0.02,1.34,0.07,0.03,0.07,1,0.09,0.91,0.91,0.103,5.3,2.14,0.006,3.99,0.35,0.03,0.04,0.05,0
 0.01 ,23.29,0.02,2.7,0.05,0.06,0.07,1.35,1.07,0.7,0.7,0.101,1.98,1.33,0.008,2.76,0.03,0.09,0.01,0.03,0
 0.09 ,18.24,0.05,3.88,0.06,0.45,0.06,0.79,0.54,0.2,0.009,0.126,17.99,2.26,0.009,0.44,0.77,0.1,0.01,0.02,0
 0.04 ,2.18,0.02,0.77,0.01,0.02,0.07,1.54,0.62,0.23,0.001,0.017,2.92,1.2,0.007,0.48,0.99,0.01,0.08,0.03,0
 0.07 ,15.49,0.03,0.4,0.07,0.03,0.02,1.08,1.43,0.89,0.89,0.08,2.14,1.22,0.008,0.69,3.1,0.06,0,0.08,0
 0.00 ,16.28,0.02,0.19,0.09,0.12,0.02,1.15,0.34,0.85,0.85,0.065,18.31,1.54,0.003,2.33,0.03,0.1,0.08,0.01,0
 0.05 ,26.81,0.02,0.93,0.01,0,0,0.71,0.99,0.75,0.75,0.071,1.09,1.41,0.002,4.81,0.12,0,0.07,0.05,0
 0.07 ,17.38,0.04,2.44,0.01,0.09,0.08,1.82,0.22,0.99,0.99,0.108,8.73,1.82,0.005,5.25,0.8,0.1,0.04,0.07,0
 0.01 ,18.47,0.09,0.7,0.07,0.35,0.04,1.18,1,0.92,0.92,0.086,10.17,1.64,0.007,0.63,1.51,0.03,0.02,0.08,0
 0.04 ,7.34,0.07,0.76,0.08,0.01,0.03,1.51,1.46,0.58,0.58,0.061,9.91,1.69,0.004,3.74,0.37,0.03,0,0.06,0
 0.02 ,9.93,0.05,0.25,0.08,0.27,0.02,1.77,0.43,0.8,0.8,0.114,13.01,1.37,0.008,2.03,0.78,0.02,0.07,0.06,0
 0.03 ,19.58,0.04,1.31,0.01,0.63,0.01,1.23,1.44,0.56,0.56,0.012,10.28,2.71,0.004,5.95,0.81,0.07,0.07,0.08,0
 0.04 ,25.97,0.04,0.42,0.08,0.38,0.07,1.34,0.29,0.96,0.96,0.167,15.65,2.02,0.002,4.55,2.7,0.06,0.08,0.06,0
 0.07 ,21.9,0.06,0.21,0,0.03,0.08,1.05,1,0.25,0.007,0.109,2.74,1.15,0.001,6.28,0.97,0.04,0.07,0.05,0
 0.10 ,6.4,0.03,0.7,0.07,0.1,0.04,1.09,1.35,0.16,0.002,0.031,17.26,1.87,0.007,5.72,0.11,0.08,0.1,0.08,0
 0.03 ,1.35,0.1,0.22,0,0.07,0.09,0.27,0.53,0.44,0.002,0.11,14.71,1.7,0.009,1.05,2.38,0.04,0.08,0,0
 0.06 ,14.89,0.05,0.14,0.02,0.34,0.09,1.57,0.26,0.69,0.69,0.182,1.75,1.95,0.008,5.98,0.82,0.01,0.03,0.05,0
 0.08 ,25.25,0.03,0.84,0.03,0.24,0.05,0.46,1.41,0.08,0.006,0.049,9.99,1.47,0.006,2.42,3.14,0.03,0.04,0,0
 0.03 ,22.31,0.1,1.59,0.06,0.13,0.07,1.53,0.87,0.13,0.008,0.079,9,1.39,0.007,3.54,2.32,0.06,0.1,0.05,0
 0.05 ,5.52,0.08,0.54,0.02,0.05,0.07,1.03,0.51,0.77,0.77,0.012,1.59,1.78,0.008,0.37,1.13,0.02,0.01,0.04,0
 0.03 ,25.82,0.07,2.53,0.08,0.24,0.01,1.56,0.91,0.38,0.005,0.013,11.39,1.13,0.006,5.8,4,0.05,0.02,0.08,0
 0.07 ,14.96,0.01,0.4,0.08,0.23,0.01,1.35,1.24,0.12,0.006,0.193,17.58,1.42,0.001,9.55,0.51,0.09,0.04,0.05,0
 0.03 ,28.73,0.1,0.91,0,0.19,0.03,1.09,0,0.8,0.8,0.091,18.27,1.93,0.001,8.48,0.85,0.09,0.09,0,0
 0.08 ,3.55,0.1,1.65,0.01,0.16,0.04,0.9,0.55,0.3,0.002,0.135,5.41,1.89,0.004,5.24,0.12,0.04,0.02,0.04,0
 0.08 ,22.28,0.04,0.52,0.01,0.14,0.05,1.85,1.24,0.75,0.75,0.124,2.13,1.17,0.008,0.05,0.9,0.08,0.02,0.06,0
 0.09 ,26.72,0.03,0.02,0.05,0.06,0.02,0.91,0.42,0.44,0.006,0.107,13.52,2.02,0.009,11.16,0.26,0.04,0.04,0,0
 0.05 ,12.98,0.03,0.14,0.01,0.05,0.05,1.88,0.4,0.13,0.004,0.085,12.28,1.59,0.008,1.2,1.96,0.1,0.02,0.05,0
 0.05 ,18.9,0.03,1.4,0.01,0.02,0.05,0.08,0.34,0.26,0.003,0.146,8.63,1.92,0.006,9.12,0.92,0.09,0.01,0.05,0
 0.06 ,9.02,0.06,3.44,0.05,0.08,0.1,0.22,0.68,0.63,0.63,0.162,12.35,2.04,0.005,0.47,0.91,0.09,0.01,0.06,0
 0.07 ,21.52,0.1,0.35,0,0.07,0.08,0.29,0.51,0.86,0.86,0.048,1.96,1.68,0.005,3.83,2.91,0.07,0.02,0.07,0
 0.03 ,0.87,0.09,0.96,0.05,0.04,0.03,1.92,1.2,0.32,0.003,0.082,19.35,2.18,0.008,4.48,0.36,0.02,0.07,0.08,0
 0.08 ,19.36,0.05,0.74,0.03,0.3,0.09,1.29,1.04,0.49,0.001,0.079,15.58,1.26,0.005,2.22,0.71,0.01,0.01,0.03,0
 0.03 ,7.29,0.03,0.65,0.03,0.07,0.1,1.14,0.36,0.13,0.008,0.071,19.01,1.34,0.004,1.45,0.25,0.04,0.07,0.02,0
 0.10 ,0.41,0.01,0.03,0.01,0.38,0.08,1.71,1.42,0.27,0.002,0.103,16.9,1.36,0.006,10.49,0.57,0.07,0.06,0,0
 0.04 ,14.93,0.07,1.38,0.02,0.08,0.05,1.59,1.04,0.08,0.007,0.141,6.71,1.45,0.006,0.91,0.36,0.05,0.09,0.08,0
 0.04 ,5.31,0.04,1.52,0.04,0.39,0.04,0.3,0.52,0.38,0.002,0.131,8.51,1.55,0.005,1.94,2.43,0.06,0.1,0.05,0
 0.02 ,7.19,0.03,0.41,0.07,0.09,0.02,0.54,0.14,0.27,0.004,0.069,8.55,2.11,0.007,1.97,1.97,0.08,0.03,0.09,0
 0.05 ,0.33,0.04,2.22,0.02,0.02,0,1.79,0.89,0.67,0.67,0.136,14.72,2.17,0.006,4.24,0.5,0.09,0.09,0.01,0
 0.05 ,13.54,0.02,2.45,0.09,0.06,0.04,0.54,1.33,0.05,0.001,0.166,12.36,1.28,0.006,1.82,0.03,0.07,0,0.08,0
 0.07 ,9.77,0.01,0.65,0.09,0.49,0,0.44,1.2,0.77,0.77,0.112,10.71,1.52,0.001,5.05,0.01,0.01,0.01,0.06,0
 0.03 ,9.49,0.01,0.92,0.04,0.24,0.03,1.97,0.59,0.18,0.007,0.169,5.61,2.21,0.004,0.76,5.07,0.07,0.09,0.01,0
 0.09 ,5.7,0.09,1.28,0.08,0.59,0.06,1.98,0.66,0.06,0.008,0.101,7.5,1.96,0.009,0.53,4.06,0.04,0.04,0.01,0
 0.05 ,2.84,0.07,0.39,0.07,0.01,0,0.65,0.9,0.58,0.58,0.093,10.61,1.55,0.003,6.15,0.08,0.05,0.07,0.05,0
 0.01 ,2.28,0.08,1.25,0.04,0.08,0.02,1.23,0.75,0.79,0.79,0.025,16.19,2.03,0.002,0.85,6.5,0.07,0.03,0.03,0
 0.03 ,12.63,0.04,2.1,0.04,0.1,0.04,1.06,0.1,0.84,0.84,0.139,16.15,1.42,0.001,0.69,0.79,0.08,0.02,0.07,0
 0.05 ,0.65,0.06,0.4,0.07,0.04,0.01,1.08,0.15,0.23,0.007,0.184,3.25,1.6,0.001,4.64,2.68,0,0.07,0.05,0
 0.07 ,0.34,0.03,2.79,0.01,0.06,0.08,0.14,1.01,0.42,0,0.015,9.44,1.79,0.008,2.55,3.37,0.01,0.09,0,0
 0.07 ,0.97,0.02,3.99,0.06,0.08,0.02,1.26,0.83,0.77,0.77,0.09,11.93,1.81,0.004,0.14,0.24,0.09,0.03,0.08,0
 0.02 ,5.72,0.05,0.01,0.04,0.05,0.09,1.34,0.03,0.98,0.98,0.068,11.2,1.45,0.005,3.45,2.43,0.05,0.05,0.02,0
 0.03 ,8.26,0.07,0.83,0,0.16,0,1.69,1.47,0.05,0.008,0.123,6.37,1.27,0.009,3.23,3.74,0.03,0.04,0.05,0
 0.07 ,0.81,0.01,0.48,0.04,0.04,0.08,1.75,1.28,0.23,0.008,0.177,17.27,1.47,0.003,0.78,1.15,0.01,0,0.08,0
 0.02 ,0.84,0.06,0.16,0.04,0.15,0.08,1.61,0.45,0.24,0.002,0.149,19.42,1.98,0.004,13.05,0.24,0.1,0.01,0.03,0
 0.10 ,12.3,0.06,0.02,0.09,0.11,0.09,0.19,0.52,0.74,0.74,0.062,7.33,2.01,0.004,3.46,3.59,0,0.04,0.02,0
 0.02 ,1.82,0.07,1.96,0.07,0.12,0,0.38,0.02,0.76,0.76,0.121,7.89,1.61,0.008,6.6,0.24,0.07,0.06,0.09,0
 0.03 ,0.66,0.08,0.97,0.03,0.05,0.08,0.34,0.14,0.06,0.004,0.086,14.89,1.21,0,0.02,2.38,0.01,0.08,0.06,0
 0.08 ,4.51,0.08,0.32,0,0.56,0.1,0.93,0.2,0.51,0.51,0.105,6.13,1.74,0.002,3.54,0.74,0.04,0.02,0.05,0
 0.06 ,3.93,0.04,2.34,0.07,0.07,0.07,0.7,0.32,0.65,0.65,0.168,2.76,1.8,0.003,0.24,0.58,0.09,0.08,0.01,0
 0.08 ,4.16,0.09,0.91,0.1,0.19,0.09,1.55,1.09,0.72,0.72,0.137,14.03,1.69,0.001,0.34,0.96,0.09,0.01,0.03,0
 0.02 ,1.29,0.03,1.13,0.09,0.38,0.09,1.11,0.36,0.27,0.006,0.189,16.64,2.39,0.01,11.26,0.93,0.01,0.06,0.05,0
 0.10 ,0.87,0.04,0.25,0,0.44,0.07,1.97,0.61,0.52,0.52,0.095,14.13,2.01,0.005,12.08,1.35,0.01,0.01,0.02,0
 0.03 ,25.32,0.05,0.13,0.02,0.12,0,0.42,1.13,0.05,0.004,0.053,13.11,1.55,0.006,7.35,0.77,0.08,0.09,0.04,0
 0.08 ,9.62,0.05,0.22,0.06,0.02,0.04,1.34,0.26,0.07,0.008,0.113,2.25,1.5,0.01,3.71,1.18,0.09,0.01,0.04,0
 0.03 ,6.9,0.02,0.41,0.04,0.05,0.05,0.18,0.13,0.79,0.79,0.132,9.56,1.9,0.006,1.7,3.38,0,0.07,0.06,0
 0.05 ,1.71,0.04,1.87,0.03,0.28,0.04,1.28,0.32,0.53,0.53,0.175,1.78,1.11,0.007,9.15,2.87,0.01,0.09,0.02,0
 0.00 ,11.58,0.02,2.12,0.02,0.09,0.02,1.14,1.14,0.45,0.004,0.045,9.28,1.35,0.01,2.1,0.2,0.02,0.08,0.04,0
 0.09 ,6.96,0.01,1.38,0.06,0.44,0.07,0.71,0.52,0.39,0.007,0.146,8.27,1.57,0.003,0.35,1.88,0.07,0.07,0.01,0
 0.10 ,9.45,0.09,1.79,0.06,0.12,0.05,1.99,0.22,0.25,0.008,0.085,3.96,2.57,0.008,3.96,0.5,0.09,0.06,0.03,0
 0.10 ,16.67,0.1,0.42,0.08,0.03,0.06,1.21,1.21,0.83,0.83,0.105,8.61,1.93,0.003,3.86,0.12,0.04,0.07,0.05,0
 0.05 ,0.33,0.04,2.67,0.07,0.04,0.06,1.3,0.5,0.1,0.008,0.036,2.5,1.86,0.008,0.34,0.07,0.01,0.06,0.02,0
 0.09 ,4.84,0.07,1.14,0.03,0.01,0.03,0.95,0.28,0.53,0.53,0.182,18.98,1.38,0.009,3.87,0.89,0.08,0.04,0.09,0
 0.09 ,25.17,0.08,0.12,0.01,0.01,0.02,0.01,0.43,0.27,0.007,0.033,6,1.77,0.001,6.75,0.47,0.01,0.08,0.05,0
 0.04 ,20.94,0.05,0.04,0.09,0.03,0,1.44,0.3,0.18,0.004,0.162,2.97,1.69,0.008,0.5,4.09,0.01,0.05,0,0
 0.03 ,9.92,0.03,0.36,0.06,0.59,0.02,0.52,0.32,0.31,0.002,0.11,4.4,2.07,0,6.25,1.84,0.01,0.05,0.02,0
 0.04 ,0.71,0.01,0.51,0.06,0.19,0.05,1.44,0.58,0.96,0.96,0.191,10.23,2.06,0.008,2.37,3.89,0.02,0.08,0.08,0
 0.08 ,2.44,0.01,0.86,0.08,0.22,0,1.01,0.68,0.11,0.006,0.127,15.54,1.55,0.006,8.89,0.35,0,0.03,0.01,0
 0.09 ,12.11,0.08,1.64,0.1,0.02,0.08,1.64,0.86,0.64,0.64,0.032,11.02,1.79,0.006,1.12,4.42,0.03,0.03,0.06,0
 0.00 ,3.65,0.07,0.39,0.09,0.42,0.05,0.22,0.01,0.76,0.76,0.052,15.85,1.27,0.009,0.6,2,0.01,0.06,0.05,0
 0.03 ,0.36,0.09,0.18,0.01,0.09,0.06,0.22,1.09,0.57,0.57,0.101,10.93,1.06,0.001,8.17,0.37,0.04,0.03,0.01,0
 0.01 ,9.76,0.02,1.98,0.05,0.04,0.09,0.76,1.16,0.79,0.79,0.049,16.89,1.49,0.006,1.72,0.87,0.07,0.03,0,0
 0.04 ,5.17,0.07,0.44,0.02,0.02,0.04,1.5,0.69,0.82,0.82,0.053,1.67,1.56,0.005,3.78,4.14,0.05,0.08,0.07,0
 0.03 ,1.19,0.06,0.73,0.06,0.04,0,1.99,1.29,0.86,0.86,0.047,7.8,1.66,0.002,6.98,0.82,0.04,0.06,0.02,0
 0.01 ,2.19,0.09,0.34,0.07,0.03,0.08,1.57,0.66,0.58,0.58,0.071,14.37,2.41,0.008,1.84,0.22,0.05,0.04,0.06,0
 0.02 ,0.51,0.05,1.47,0.05,0.07,0.07,1.23,0.86,0.87,0.87,0.019,16.37,1.7,0.007,0.31,0.94,0.01,0.08,0.08,0
 0.03 ,0.85,0.08,0.03,0.09,0.2,0.1,0.25,1.25,0.7,0.7,0.129,16.45,1.96,0.003,0.45,0.87,0.03,0.05,0.07,0
 0.02 ,17.12,0.04,0.91,0.05,0.11,0.1,0.87,0.69,0.55,0.55,0.153,6.65,1.93,0.007,0.76,0.15,0.01,0.05,0.08,0
 0.07 ,13.86,0.03,0.43,0.01,0.01,0.01,1.77,0.62,0.14,0.006,0.137,15.64,1.28,0.004,14.03,2.68,0.01,0,0.05,0
 0.10 ,1.01,0,1.22,0.09,0.15,0.09,0.73,0.68,0.45,0.006,0.053,17.99,1.99,0.008,1.23,2.57,0.1,0.06,0.04,0
 0.09 ,9.7,0.02,0.3,0.08,0.02,0.05,1.1,1.48,0.75,0.75,0.147,8.44,1.54,0.007,3.93,0.51,0.02,0.07,0.02,0
 0.05 ,6.81,0.01,0.52,0.06,0.22,0,0.77,0.76,0.51,0.51,0.086,10.72,1.18,0,1.25,2.66,0.02,0,0.08,0
 0.05 ,2.8,0.08,0.01,0.08,0.01,0.07,0.14,1.42,1,1,0.082,12.08,1.54,0.006,0.13,3.23,0,0.03,0.05,0
 0.09 ,10.92,0.08,0.91,0.03,0.38,0.09,0.62,0.97,0.23,0.006,0.12,9.65,1.37,0.003,1.06,0.78,0.01,0.06,0.07,0
 0.03 ,15.28,0.04,2.87,0.09,0.04,0.08,0.36,0.73,0.47,0,0.003,14.68,1.52,0.005,4.82,0.52,0.03,0.02,0.02,0
 0.03 ,2.95,0.03,0.25,0.03,0.19,0.07,1.43,1.49,0.58,0.58,0.16,6.73,1.26,0,2.86,4.86,0,0.02,0,0
 0.02 ,7.02,0.1,0.34,0.07,0.03,0.06,1.65,0.08,0.51,0.51,0.025,14.22,1.7,0.002,0.32,0.22,0.08,0.08,0.06,0
 0.03 ,5.09,0.05,0.57,0.06,0.15,0.06,0.05,1.21,0.33,0.001,0.015,2.45,1.09,0.001,2.9,5.28,0.09,0.07,0.01,0
 0.01 ,0,0.04,0.01,0.07,0.16,0.08,0.16,0.87,0.67,0.67,0.18,12.15,1.89,0.003,0.54,0.41,0.07,0.06,0.01,0
 0.03 ,7.82,0.02,1.06,0,0.02,0.05,0.13,1.29,0.82,0.82,0.072,13.57,1.39,0.006,0.53,0.27,0.02,0.06,0.04,0
 0.04 ,0.83,0.04,0.29,0.1,0.42,0.05,1.72,0.89,0.09,0.005,0.184,10.79,1.57,0.001,6.02,2.9,0,0.04,0.08,0
